id,spanish,english,level,partOfSpeech,imageQuery
1501,"estación","season",A2,noun,"four seasons trees autumn winter spring"
1502,"primavera","spring",A2,noun,"spring blooming colorful flowers"
1503,"verano","summer",A2,noun,"sunny summer beach palm tree"
1504,"otoño","autumn / fall",A2,noun,"autumn golden leaves park path"
1505,"invierno","winter",A2,noun,"snowy wintry landscape trees"
1506,"paisaje","landscape / scenery",A2,noun,"scenic mountain valley landscape"
1507,"naturaleza","nature",A2,noun,"lush green forest nature river"
1508,"medioambiente","environment",A2,noun,"green earth planet care sprout"
1509,"reciclaje","recycling",A2,noun,"green recycling sign bins"
1510,"basura","trash / garbage",A2,noun,"sorted trash bin recycling"
1511,"contaminación","pollution",A2,noun,"smokestack factory smoke sky"
1512,"tráfico","traffic",A2,noun,"city traffic cars highway street"
1513,"vehículo","vehicle",A2,noun,"modern electric car road"
1514,"coche","car",A2,noun,"blue sedan car driving road"
1515,"autobús","bus",A2,noun,"city transit bus stop"
1516,"tren","train",A2,noun,"high speed train tracks station"
1517,"metro","subway / metro",A2,noun,"underground subway metro train"
1518,"tranvía","tram",A2,noun,"city street tram tracks"
1519,"avión","airplane",A2,noun,"commercial airplane flying sky"
1520,"barco","boat / ship",A2,noun,"sailing boat ocean sea"
1521,"bicicleta","bicycle / bike",A2,noun,"classic city bicycle basket"
1522,"moto","motorcycle",A2,noun,"modern motorcycle highway road"
1523,"camión","truck",A2,noun,"cargo delivery truck highway"
1524,"taxista","taxi driver",A2,noun,"yellow taxi cab city street"
1525,"billete","ticket",A2,noun,"transit passenger ticket hand"
1526,"horario","schedule / timetable",A2,noun,"train departure timetable screen"
1527,"retraso","delay",A2,noun,"flight delay board clock"
1528,"llegada","arrival",A2,noun,"airport arrivals terminal sign"
1529,"salida","departure",A2,noun,"airport departures terminal sign"
1530,"vuelo","flight",A2,noun,"airplane wing view clouds sky"
1531,"asiento","seat",A2,noun,"airplane window seat comfortable"
1532,"pasillo","aisle / corridor",A2,noun,"airplane interior aisle seats"
1533,"ventana","window",A2,noun,"open sunny room window view"
1534,"equipaje","hand luggage",A2,noun,"carry on suitcase airport"
1535,"maletero","trunk / boot",A2,noun,"car open trunk suitcase"
1536,"gasolinera","gas station",A2,noun,"fueling car gas station pump"
1537,"taller","repair shop / workshop",A2,noun,"mechanic auto repair workshop"
1538,"aparcamiento","parking lot",A2,noun,"city parking garage cars"
1539,"multa","fine / ticket",A2,noun,"traffic ticket windshield car"
1540,"semáforo","traffic light",A2,noun,"city red green traffic light"
1541,"cruce","intersection / crossing",A2,noun,"pedestrian crosswalk city street"
1542,"acera","sidewalk / pavement",A2,noun,"city street sidewalk walking"
1543,"peptón","pedestrian",A2,noun,"pedestrians walking city crosswalk"
1544,"carretera","highway / road",A2,noun,"scenic open highway road"
1545,"autopista","freeway / motorway",A2,noun,"multi lane highway cars"
1546,"velocidad","speed",A2,noun,"car speedometer speed dial"
1547,"límite","limit",A2,noun,"speed limit road sign"
1548,"peligro","danger / hazard",A2,noun,"warning danger sign triangle"
1549,"seguridad","safety / security",A2,noun,"seatbelt fastened safety car"
1550,"accidente","accident",A2,noun,"car breakdown tow truck safety"
1551,"seguro","insurance",A2,noun,"car insurance policy document key"
1552,"contrato","contract",A2,noun,"signing legal contract pen"
1553,"empresa","company / business",A2,noun,"modern skyscraper office building"
1554,"negocio","business",A2,noun,"business handshake meeting room"
1555,"reunión","meeting",A2,noun,"corporate business team meeting table"
1556,"proyecto","project",A2,noun,"blueprint project desk planning"
1557,"informe","report",A2,noun,"financial data report chart desk"
1558,"presupuesto","budget",A2,noun,"calculator coins budget planner"
1559,"cuenta","account / bill",A2,noun,"bank account statement card"
1560,"impuesto","tax",A2,noun,"tax calculation form coins"
1561,"factura","invoice / bill",A2,noun,"paper store invoice receipt"
1562,"precio","price",A2,noun,"price tag discount store"
1563,"descuento","discount",A2,noun,"sale percentage discount tag"
1564,"oferta","offer / deal",A2,noun,"special offer sale sign"
1565,"compra","purchase / shopping",A2,noun,"shopping bags customer store"
1566,"venta","sale",A2,noun,"for sale real estate sign"
1567,"ganancia","profit / gain",A2,noun,"sprouting coin plant profit"
1568,"pérdida","loss",A2,noun,"falling stock chart loss red"
1569,"inversión","investment",A2,noun,"growing money investment plant"
1570,"ahorro","savings",A2,noun,"piggy bank coins savings"
1571,"tarjeta","credit card",A2,noun,"paying credit card terminal"
1572,"efectivo","cash",A2,noun,"hand holding cash paper bills"
1573,"moneda","currency / coin",A2,noun,"foreign exchange currency coins"
1574,"cambio","exchange / change",A2,noun,"money currency exchange sign"
1575,"cajero","ATM / cashier",A2,noun,"using ATM cash machine"
1576,"recibo","receipt",A2,noun,"store purchase receipt hand"
1577,"garantía","guarantee / warranty",A2,noun,"golden warranty seal stamp"
1578,"calidad","quality",A2,noun,"five star quality rating gold"
1579,"marca","brand",A2,noun,"luxury brand logo tag"
1580,"producto","product",A2,noun,"packaged retail product box"
1581,"servicio","service",A2,noun,"customer support service headset"
1582,"cliente","client",A2,noun,"happy business client handshake"
1583,"opinión","opinion / review",A2,noun,"star rating review customer"
1584,"consejo","advice / tip",A2,noun,"wise mentor advising young person"
1585,"ayuda","help / assistance",A2,noun,"helping hand support unity"
1586,"experiencia","experience",A2,noun,"mountaineer summit experience view"
1587,"conocimiento","knowledge",A2,noun,"glowing lightbulb brain book"
1588,"habilidad","skill / ability",A2,noun,"skilful hands wood carving art"
1589,"éxito","success",A2,noun,"champion trophy celebration win"
1590,"fracaso","failure",A2,noun,"person learning from mistake thoughts"
1591,"meta","goal / target",A2,noun,"archery bullseye target arrow"
1592,"sueño","dream / sleep",A2,noun,"dreamer starry sky glowing light"
1593,"deseo","wish / desire",A2,noun,"blowing dandelion seeds wish"
1594,"esperanza","hope",A2,noun,"sunrise shining over horizon hope"
1595,"alegría","joy / happiness",A2,noun,"happy person jumping joy beach"
1596,"tristeza","sadness",A2,noun,"sad person window rain drop"
1597,"miedo","fear",A2,noun,"brave climber overcoming fear summit"
1598,"sorpresa","surprise",A2,noun,"surprised woman unboxing gift"
1599,"vergüenza","shame / embarrassment",A2,noun,"blushing shy person face"
1600,"orgullo","pride",A2,noun,"graduate proud holding diploma"
1601,"amor","love",A2,noun,"holding heart symbol hands"
1602,"odio","hatred",A2,noun,"dramatic storm cloud lighting sky"
1603,"paz","peace",A2,noun,"white dove flying blue sky peace"
1604,"guerra","war / conflict",A2,noun,"peaceful olive branch over helmet"
1605,"libertad","freedom",A2,noun,"soaring bird sky freedom"
1606,"justicia","justice",A2,noun,"scales of justice gold balance"
1607,"ley","law",A2,noun,"gavel legal book courtroom"
1608,"derecho","right / law",A2,noun,"human rights voting ballot box"
1609,"deber","duty / obligation",A2,noun,"checklist completed checkmark desk"
1610,"investigación","research / investigation",B1,noun,"laboratory scientist research microscope"
1611,"desarrollo","development / growth",B1,noun,"sprout growing into tree progress"
1612,"tecnología","technology",B1,noun,"glowing digital technology circuit"
1613,"ciencia","science",B1,noun,"scientific flasks chemistry lab"
1614,"sociedad","society",B1,noun,"diverse group of people community"
1615,"gobierno","government",B1,noun,"parliament building capital city"
1616,"política","politics / policy",B1,noun,"podium microphone debate politics"
1617,"economía","economy",B1,noun,"growing economic chart graph"
1618,"industria","industry",B1,noun,"modern factory manufacturing plant"
1619,"comercio","commerce / trade",B1,noun,"cargo container ship harbor trade"
1620,"mercancía","merchandise / goods",B1,noun,"warehouse inventory boxes goods"
1621,"transporte","transportation",B1,noun,"city logistics transport trucks train"
1622,"comunicación","communication",B1,noun,"global network communication icons"
1623,"educación","education",B1,noun,"university graduation students cap"
1624,"cultura","culture",B1,noun,"traditional folk festival art dance"
1625,"arte","art",B1,noun,"oil painting canvas studio artist"
1626,"literatura","literature",B1,noun,"classic antique books library shelf"
1627,"poesía","poetry",B1,noun,"fountain pen vintage manuscript poem"
1628,"teatro","theater",B1,noun,"dramatic stage red curtains lights"
1629,"arquitectura","architecture",B1,noun,"modern skyscraper architectural design"
1630,"historia","history",B1,noun,"ancient Roman ruins history colosseum"
1631,"geografía","geography",B1,noun,"globe map compass world atlas"
1632,"medio ambiente","environment",B1,noun,"green sprout hands nature earth"
1633,"sostenibilidad","sustainability",B1,noun,"wind turbines solar panels green"
1634,"biodiversidad","biodiversity",B1,noun,"coral reef ocean wildlife green"
1635,"fauna","fauna / wildlife",B1,noun,"wild lion jungle forest nature"
1636,"flora","flora / vegetation",B1,noun,"lush green rainforest plants flora"
1637,"recurso","resource",B1,noun,"pure water waterfall mountain resource"
1638,"energía","energy",B1,noun,"solar panel array glowing sun"
1639,"petróleo","oil / petroleum",B1,noun,"offshore oil rig sea platform"
1640,"gas","gas / natural gas",B1,noun,"natural gas flame stove blue"
1641,"electricidad","electricity",B1,noun,"glowing lightbulb power transmission"
1642,"infraestructura","infrastructure",B1,noun,"suspension bridge highway modern"
1643,"urbanismo","urban planning",B1,noun,"city aerial architectural model green"
1644,"vivienda","housing",B1,noun,"modern apartment complex residential"
1645,"alquiler","rent / lease",B1,noun,"apartment key hand lease contract"
1646,"hipoteca","mortgage",B1,noun,"house model mini key document"
1647,"patrimonio","heritage / assets",B1,noun,"historic castle heritage monument"
1648,"turismo","tourism",B1,noun,"tourists sightseeing historic monument"
1649,"gastronomía","gastronomy / cuisine",B1,noun,"gourmet chef dish restaurant plate"
1650,"nutrición","nutrition",B1,noun,"fresh organic salad healthy food"
1651,"dieta","diet",B1,noun,"balanced healthy food plate fitness"
1652,"caloría","calorie",B1,noun,"healthy food counting fitness scale"
1653,"ejercicio","exercise / workout",B1,noun,"fitness workout dumbbells gym"
1654,"gimnasia","gymnastics / fitness",B1,noun,"gymnast balancing beam arena"
1655,"deportista","athlete",B1,noun,"track athlete runner sprinting finish"
1656,"campeonato","championship",B1,noun,"golden championship trophy winner"
1657,"entrenamiento","training / practice",B1,noun,"athlete training track field coach"
1658,"competencia","competition / contest",B1,noun,"swimming competition pool race"
1659,"rival","rival / opponent",B1,noun,"chess game players facing board"
1660,"victoria","victory / win",B1,noun,"athlete raising arms victory finish"
1661,"derrota","defeat / loss",B1,noun,"defeated athlete sitting track effort"
1662,"premio","award / prize",B1,noun,"shiny gold medal award ribbon"
1663,"trofeo","trophy",B1,noun,"golden victory trophy podium"
1664,"espectáculo","show / spectacle",B1,noun,"stage concert lights audience cheering"
1665,"concierto","concert",B1,noun,"live music concert crowd stage"
1666,"festival","festival",B1,noun,"outdoor music festival confetti crowd"
1667,"cineasta","filmmaker / director",B1,noun,"film director camera set stage"
1668,"actor","actor",B1,noun,"actor performing theater stage spotlight"
1669,"actriz","actress",B1,noun,"actress red carpet movie premiere"
1670,"director","director / manager",B1,noun,"movie director clapperboard camera"
1671,"productor","producer",B1,noun,"music producer studio mixing desk"
1672,"guion","script / screenplay",B1,noun,"film script typewriter pages desk"
1673,"escena","scene",B1,noun,"movie film clapboard scene studio"
1674,"personaje","character",B1,noun,"costumed actor theatrical character stage"
1675,"novela","novel",B1,noun,"open hardcover fiction novel reading"
1676,"cuento","short story / tale",B1,noun,"storybook fairy tale magic illustration"
1677,"poeta","poet",B1,noun,"poet writing with feather pen paper"
1678,"ensayo","essay / rehearsal",B1,noun,"writing academic essay notebook desk"
1679,"artículo","article",B1,noun,"newspaper article magazine page headline"
1680,"noticia","news item",B1,noun,"breaking news television broadcast screen"
1681,"periodista","journalist / reporter",B1,noun,"journalist microphone press conference"
1682,"entrevista","interview",B1,noun,"news interview microphone camera studio"
1683,"anuncio","advertisement / announcement",B1,noun,"billboard street advertisement city"
1684,"publicidad","advertising / publicity",B1,noun,"digital marketing advertising display"
1685,"marca","brand / trademark",B1,noun,"designer brand logo tag luxury"
1686,"estrategia","strategy",B1,noun,"chess board strategy pieces planning"
1687,"planificación","planning",B1,noun,"wall calendar project planning notes"
1688,"gestión","management / administration",B1,noun,"business manager reviewing charts desk"
1689,"organización","organization / entity",B1,noun,"team working together meeting room"
1690,"administración","administration",B1,noun,"corporate office administration desk"
1691,"liderazgo","leadership",B1,noun,"business leader guiding team presentation"
1692,"colaboración","collaboration",B1,noun,"hands together teamwork unity circle"
1693,"cooperación","cooperation",B1,noun,"two partners shaking hands deal"
1694,"asociación","association / partnership",B1,noun,"shaking hands corporate partnership"
1695,"fundación","foundation / charity",B1,noun,"charity foundation building helping hands"
1696,"sindicato","labor union",B1,noun,"workers union protest rally banners"
1697,"huelga","strike",B1,noun,"peaceful workers strike sign rally"
1698,"manifestación","demonstration / rally",B1,noun,"peaceful crowd rally march street"
1699,"protesta","protest",B1,noun,"peaceful protest holding banners street"
1700,"reforma","reform / renovation",B1,noun,"renovating house blueprint architecture"
1701,"cambio","change / shift",B1,noun,"road sign direction change arrow"
1702,"proceso","process",B1,noun,"gear mechanism working process engine"
1703,"etapa","stage / phase",B1,noun,"staircase steps progression climbing"
1704,"fase","phase",B1,noun,"moon phases astronomy sequence"
1705,"resultado","result / outcome",B1,noun,"chart graph showing positive results"
1706,"efecto","effect / impact",B1,noun,"water droplet ripple effect pond"
1707,"causa","cause / reason",B1,noun,"domino falling chain reaction cause"
1708,"origen","origin / source",B1,noun,"fresh water mountain spring source"
1709,"consecuencia","consequence",B1,noun,"falling dominoes chain reaction consequence"
1710,"solución","solution",B1,noun,"fitting puzzle piece key lock"
1711,"alternativa","alternative / option",B1,noun,"road fork two paths choice sign"
1712,"opción","option / choice",B1,noun,"multiple choice checkboxes form pen"
1713,"elección","election / choice",B1,noun,"voting ballot box election citizen"
1714,"voto","vote",B1,noun,"voter inserting paper ballot box"
1715,"candidato","candidate",B1,noun,"political candidate podium speech flag"
1716,"campaña","campaign",B1,noun,"campaign rally crowd signs stage"
1717,"discurso","speech / address",B1,noun,"speaker addressing crowd microphone stage"
1718,"debates","debates",B1,noun,"podium debate candidates speaking audience"
1719,"acuerdo","agreement / deal",B1,noun,"signing official agreement document pen"
1720,"trata","dealings / trade",B1,noun,"international trade container ship sea"
1721,"pacto","pact / treaty",B1,noun,"diplomats shaking hands treaty document"
1722,"conflicto","conflict / dispute",B1,noun,"chess pieces standoff board conflict"
1723,"discusión","argument / debate",B1,noun,"two people debating room discussion"
1724,"negociación","negotiation",B1,noun,"business negotiation table handshake"
1725,"compromiso","commitment / compromise",B1,noun,"wedding rings engagement hands"
1726,"respeto","respect",B1,noun,"respectful handshake bow greeting"
1727,"confianza","trust / confidence",B1,noun,"climbing team rope trust summit"
1728,"sinceridad","sincerity / honesty",B1,noun,"person speaking hand over heart"
1729,"lealtad","loyalty",B1,noun,"loyal shepherd dog beside owner"
1730,"empatía","empathy",B1,noun,"helping hand comforting friend support"
1731,"solidaridad","solidarity",B1,noun,"volunteers packing food aid boxes"
1732,"igualdad","equality",B1,noun,"balanced scales of justice equality"
1733,"diversidad","diversity",B1,noun,"multicultural group of people smiling"
1734,"inclusión","inclusion",B1,noun,"diverse team unity circle hands"
1735,"derechos","rights",B1,noun,"human rights emblem voting ballot"
1736,"libertad","freedom",B1,noun,"soaring eagle blue sky freedom"
1737,"seguridad","security / safety",B1,noun,"cyber security shield digital lock"
1738,"riesgo","risk",B1,noun,"tightrope walker balancing sky risk"
1739,"amenaza","threat / hazard",B1,noun,"storm cloud approaching coastline threat"
1740,"protección","protection / shield",B1,noun,"shield emblem protecting green sprout"
1741,"prevención","prevention",B1,noun,"medical health checkup stethoscope prevention"
1742,"tratamiento","treatment",B1,noun,"doctor patient consultation medical therapy"
1743,"curación","healing / cure",B1,noun,"healing hands light green sprout"
1744,"vacuna","vaccine",B1,noun,"medical vaccine vial syringe science"
1745,"síntoma","symptom",B1,noun,"patient checking thermometer fever"
1746,"diagnóstico","diagnosis",B1,noun,"doctor reviewing x-ray scan diagnosis"
1747,"análisis","analysis / test",B1,noun,"laboratory blood sample test tube"
1748,"experimento","experiment",B1,noun,"chemistry flask glowing reaction lab"
1749,"descubrimiento","discovery",B1,noun,"astronomer observing telescope galaxy"
1750,"invento","invention",B1,noun,"glowing Edison lightbulb vintage idea"
1751,"patente","patent",B1,noun,"blueprint patent document stamp seal"
1752,"marca","trademark",B1,noun,"registered trademark symbol document"
1753,"contrato","lease / agreement",B1,noun,"signed lease document keys table"
1754,"cláusula","clause",B1,noun,"reading contract legal clause pen"
1755,"condición","condition / term",B1,noun,"document checkmark terms conditions"
1756,"requisito","requirement / prerequisite",B1,noun,"checklist application requirement form"
1757,"solicitud","application / request",B1,noun,"filling out paper application form"
1758,"permiso","permit / permission",B1,noun,"approved official permit stamp document"
1759,"licencia","license",B1,noun,"driver license card document desk"
1760,"pasaporte","passport",B1,noun,"passport book stamps airport"
1761,"visado","visa",B1,noun,"passport page visa entry stamp"
1762,"nacionalidad","nationality",B1,noun,"passports world map nationality flags"
1763,"ciudadanía","citizenship",B1,noun,"citizenship oath ceremony flag"
1764,"frontera","border / frontier",B1,noun,"country border checkpoint river bridge"
1765,"aduana","customs clearance",B1,noun,"airport customs border inspection"
1766,"extranjero","foreigner / stranger",B1,noun,"traveler looking world map city"
1767,"idioma","language",B1,noun,"speech bubbles world languages learning"
1768,"lengua","tongue / language",B1,noun,"open dictionary words pages study"
1769,"traducción","translation",B1,noun,"bilingual dictionary translator writing"
1770,"vocablo","vocabulary word",B1,noun,"flashcard vocabulary learning book"
1771,"frase","phrase / sentence",B1,noun,"typewriter printing phrase paper page"
1772,"oración","sentence / prayer",B1,noun,"reading notebook written sentence pen"
1773,"palabra","word",B1,noun,"wooden letter blocks spelling word"
1774,"letra","letter / lyrics",B1,noun,"alphabet metal typeset letters ink"
1775,"sonido","sound",B1,noun,"sound wave audio frequency equalizer"
1776,"voz","voice",B1,noun,"microphone glowing sound wave voice"
1777,"acento","accent / stress",B1,noun,"accent mark typed Spanish word"
1778,"pronunciación","pronunciation",B1,noun,"person speaking practicing pronunciation mic"
1779,"gramática","grammar",B1,noun,"grammar textbook open study desk"
1780,"ortografía","spelling / orthography",B1,noun,"dictionary checking correct spelling pencil"
1781,"significado","meaning / sense",B1,noun,"open dictionary pointing word definition"
1782,"definición","definition",B1,noun,"dictionary page entry definition word"
1783,"sinónimo","synonym",B1,noun,"connected word bubbles thesaurus study"
1784,"antónimo","antonym",B1,noun,"opposite arrows word concept black white"
1785,"contexto","context",B1,noun,"reading paragraph highlighted word context"
1786,"diálogo","dialogue / conversation",B1,noun,"two people speaking speech bubbles cafe"
1787,"conversación","conversation",B1,noun,"friends talking laughing coffee table"
1788,"comunicado","press release / statement",B1,noun,"official document press statement seal"
1789,"filosofía","philosophy",B2,noun,"thinker statue philosophy reflection"
1790,"psicología","psychology",B2,noun,"brain puzzle psychology concept"
1791,"sociología","sociology",B2,noun,"connected people social network"
1792,"antropología","anthropology",B2,noun,"ancient human skull museum excavation"
1793,"arqueología","archaeology",B2,noun,"archaeologist digging ancient ruins brush"
1794,"astronomía","astronomy",B2,noun,"stargazing observatory telescope galaxy"
1795,"astrofísica","astrophysics",B2,noun,"deep space galaxy black hole nebula"
1796,"biología","biology",B2,noun,"dna helix molecular biology lab"
1797,"química","chemistry",B2,noun,"chemistry lab flasks colorful liquids"
1798,"física","physics",B2,noun,"atom orbit quantum physics glowing"
1799,"matemáticas","mathematics",B2,noun,"advanced math formulas blackboard"
1800,"geometría","geometry",B2,noun,"compass architectural geometry drawings"
1801,"estadística","statistics",B2,noun,"statistical data chart graphs analytics"
1802,"algoritmo","algorithm",B2,noun,"computer code algorithm server screen"
1803,"inteligencia artificial","artificial intelligence",B2,noun,"ai robot brain glowing tech"
1804,"robótica","robotics",B2,noun,"robotic arm assembly factory line"
1805,"ciberseguridad","cybersecurity",B2,noun,"digital lock cyber security shield"
1806,"biotecnología","biotechnology",B2,noun,"biotech plant gene laboratory research"
1807,"genética","genetics",B2,noun,"dna sequence genetic code strand"
1808,"nanotecnología","nanotechnology",B2,noun,"microscopic nanotech molecular structure"
1809,"telecomunicación","telecommunication",B2,noun,"satellite dish antenna communication space"
1810,"redes","networks",B2,noun,"global digital network connections node"
1811,"servidor","server / host",B2,noun,"datacenter server racks glowing lights"
1812,"plataforma","platform",B2,noun,"digital cloud software platform dashboard"
1813,"software","software",B2,noun,"software development code editor screen"
1814,"hardware","hardware",B2,noun,"computer motherboard processor chip"
1815,"dispositivo","device",B2,noun,"modern smart digital devices desk"
1816,"interfaz","interface / UI",B2,noun,"user interface mobile design screen"
1817,"aplicación","application / app",B2,noun,"smartphone screen displaying apps"
1818,"base de datos","database",B2,noun,"database server storage cylinder data"
1819,"nube","cloud storage",B2,noun,"cloud computing data sync icon"
1820,"almacenamiento","storage",B2,noun,"high capacity ssd memory drive desk"
1821,"rendimiento","performance / yield",B2,noun,"speedometer performance gauge racing"
1822,"eficiencia","efficiency",B2,noun,"green energy efficiency scale chart"
1823,"optimización","optimization",B2,noun,"gear tuning process optimization"
1824,"innovación","innovation",B2,noun,"glowing lightbulb creative innovation idea"
1825,"vanguardia","vanguard / forefront",B2,noun,"futuristic architectural building glass"
1826,"tendencia","trend",B2,noun,"upward market trend graph arrow"
1827,"mercado","market / marketplace",B2,noun,"stock exchange trading floor screens"
1828,"capitalismo","capitalism",B2,noun,"stock market wall street building"
1829,"globalización","globalization",B2,noun,"digital network connected globe earth"
1830,"democracia","democracy",B2,noun,"voting ballot box democracy freedom"
1831,"soberanía","sovereignty",B2,noun,"national emblem crown constitution seal"
1832,"constitución","constitution",B2,noun,"historic constitution law book gavel"
1833,"parlamento","parliament",B2,noun,"parliament hall assembly seats debate"
1834,"senado","senate",B2,noun,"senate chamber debate seats podium"
1835,"congreso","congress",B2,noun,"capital congress dome building flags"
1836,"diplomacia","diplomacy",B2,noun,"diplomats shaking hands agreement flags"
1837,"embajada","embassy",B2,noun,"embassy building flags national seal"
1838,"tratado","treaty",B2,noun,"signing international treaty document pen"
1839,"alianza","alliance",B2,noun,"corporate strategic alliance handshake"
1840,"coalición","coalition",B2,noun,"party coalition leaders shaking hands"
1841,"sindicato","trade union",B2,noun,"union rally workers holding hands"
1842,"manifestación","public demonstration",B2,noun,"peaceful city march protest rally"
1843,"revolución","revolution",B2,noun,"historic crowd movement monument flag"
1844,"independencia","independence",B2,noun,"independence day fireworks celebration"
1845,"patriotismo","patriotism",B2,noun,"saluting national flag pride respect"
1846,"nacionalismo","nationalism",B2,noun,"waving national flag crowd celebration"
1847,"identidad","identity",B2,noun,"fingerprint biometric security identity"
1848,"personalidad","personality",B2,noun,"human face expressions diverse portraits"
1849,"carácter","character / nature",B2,noun,"confident person posture mountain peak"
1850,"temperamento","temperament",B2,noun,"artistic expressive face mood painting"
1851,"conducta","conduct / behavior",B2,noun,"honest business handshake ethical conduct"
1852,"comportamiento","behavior",B2,noun,"observing child behavior playing garden"
1853,"ética","ethics",B2,noun,"scales of justice business ethics balance"
1854,"moral","morals / morality",B2,noun,"helping hand moral support kindness"
1855,"actitud","attitude",B2,noun,"confident athlete ready start track"
1856,"motivación","motivation",B2,noun,"climber raising arms mountain peak"
1857,"inspiración","inspiration",B2,noun,"artist painting sunrise canvas ocean"
1858,"creatividad","creativity",B2,noun,"colorful paint splash art studio"
1859,"imaginación","imagination",B2,noun,"child wearing superhero cape flying"
1860,"curiosidad","curiosity",B2,noun,"child looking through magnifying glass nature"
1861,"sabiduría","wisdom",B2,noun,"wise elderly teacher reading old book"
1862,"inteligencia","intelligence",B2,noun,"glowing brain synapse connections idea"
1863,"conciencia","consciousness / awareness",B2,noun,"meditating person sunrise peaceful beach"
1864,"espiritualidad","spirituality",B2,noun,"zen stones balanced water sunset"
1865,"existencia","existence",B2,noun,"person contemplating starry night sky"
1866,"destino","destiny / fate",B2,noun,"pathway sun rising over mountains"
1867,"azar","chance / luck",B2,noun,"rolling dice game table luck"
1868,"casualidad","coincidence",B2,noun,"two matching puzzle pieces fitting"
1869,"probabilidad","probability",B2,noun,"probability percentage chart data"
1870,"certidumbre","certainty",B2,noun,"solid anchor ocean sea security"
1871,"duda","doubt / hesitation",B2,noun,"person looking at crossroad signs choice"
1872,"incertidumbre","uncertainty",B2,noun,"foggy road horizon decision path"
1873,"riesgo","venture / risk",B2,noun,"rock climber hanging cliff edge risk"
1874,"amenaza","threat",B2,noun,"dark storm clouds coming ocean coast"
1875,"desafío","challenge",B2,noun,"mountain climber tackling steep ridge"
1876,"reto","challenge / trial",B2,noun,"marathon runner approaching finish line"
1877,"obstáculo","obstacle",B2,noun,"runner hurdling obstacle track sport"
1878,"dificultad","difficulty",B2,noun,"climbing steep rock wall difficulty"
1879,"adversidad","adversity",B2,noun,"sprout growing out of dry cracked soil"
1880,"resiliencia","resilience",B2,noun,"green tree standing strong in storm"
1881,"superación","self-improvement",B2,noun,"person standing victorious mountain peak"
1882,"progreso","progress",B2,noun,"stairway leading up to glowing sky"
1883,"evolución","evolution",B2,noun,"human evolution timeline illustration"
1884,"transformación","transformation",B2,noun,"butterfly emerging from cocoon sprout"
1885,"cambio","metamorphosis",B2,noun,"autumn tree changing leaf colors"
1886,"impacto","impact",B2,noun,"meteorite crater impact crater space"
1887,"repercusión","repercussion",B2,noun,"water ripple effect pond concentric"
1888,"influencia","influence",B2,noun,"leader addressing crowd podium inspiring"
1889,"prestigio","prestige / reputation",B2,noun,"golden crest medal prestige luxury"
1890,"reputación","reputation",B2,noun,"five star gold review rating seal"
1891,"honor","honor / dignity",B2,noun,"military medal honor ribbon gold"
1892,"dignidad","dignity",B2,noun,"proud person standing tall horizon sun"
1893,"virtud","virtue",B2,noun,"white lily flower purity virtue garden"
1894,"mérito","merit / achievement",B2,noun,"trophy medal achievement certificate"
1895,"logro","achievement / accomplishment",B2,noun,"graduation cap raised diploma diploma"
1896,"hazaña","feat / deed",B2,noun,"heroic mountaineer summit flag peak"
1897,"triunfo","triumph",B2,noun,"victory parade confetti stadium win"
1898,"éxito","prosperity",B2,noun,"growing money tree coins green field"
1899,"prosperidad","prosperity",B2,noun,"abundant golden wheat harvest farm"
1900,"riqueza","wealth",B2,noun,"golden coins treasure chest vault"
1901,"abundancia","abundance",B2,noun,"fruit cornucopia abundant harvest table"
1902,"escasez","scarcity / shortage",B2,noun,"dry desert soil drought cracked ground"
1903,"pobreza","poverty",B2,noun,"helping hand food aid community charity"
1904,"desigualdad","inequality",B2,noun,"unbalanced scales of justice inequality"
1905,"injusticia","injustice",B2,noun,"broken gavel courtroom table justice"
1906,"corrupción","corruption",B2,noun,"bribe cash envelope briefcase dark"
1907,"transparencia","transparency",B2,noun,"clear crystal glass water light"
1908,"honestidad","honesty",B2,noun,"honest handshake business trust deal"
1909,"integridad","integrity",B2,noun,"solid marble pillar integrity building"
1910,"solidaridad","humanitarian aid",B2,noun,"volunteers delivering aid boxes disaster"
1911,"caridad","charity",B2,noun,"dropping coins donation box charity"
1912,"filantropía","philanthropy",B2,noun,"philanthropist signing donation check foundation"
1913,"voluntariado","volunteering",B2,noun,"volunteers planting green trees forest"
1914,"compromiso","engagement / pledge",B2,noun,"two hands clasped together pledge"
1915,"deber","duty",B2,noun,"soldier standing guard flag duty"
1916,"obligación","obligation",B2,noun,"signing legal obligation document pen"
1917,"responsabilidad","responsibility",B2,noun,"steering wheel holding hands driver"
1918,"autonomía","autonomy",B2,noun,"soaring bird sky freedom flight"
1919,"independencia","self-reliance",B2,noun,"hiker walking solo mountain trail"
1920,"libertad","liberty",B2,noun,"statue of liberty torch sky"
1921,"soberanía","national rule",B2,noun,"parliament building national flag flying"
1922,"autoridad","authority",B2,noun,"gavel judge bench courtroom authority"
1923,"poder","power",B2,noun,"lightning bolt storm sky power"
1924,"influencia","clout",B2,noun,"digital media influencer broadcasting mic"
1925,"liderazgo","guidance",B2,noun,"compass lighthouse guiding ship night"
1926,"estrategia","masterplan",B2,noun,"architect blueprint drafting table"
1927,"táctica","tactic",B2,noun,"soccer coach whiteboard tactics board"
1928,"plan","scheme / plan",B2,noun,"calendar schedule project plan desk"
